words,emotion
روح لف بوس امك وتر كور هذي قرع فوب هلل عقد,anger
اذا احد فيا حرك وسخ اكر انس فكر خطط انتقاميه لين نقم راح,anger
مش مكتوبل راح يعن ليم وحد طيب لزم خرا يوم كده,sadness
الل خلق صوت احن نبر نست همم دنا ومر هدء,joy
مايحترمو ونا نيم صرخ زعج تعب نفس,sadness
انا قرب كتر كلم بقل ايم دي يرب ضاق فرح زعل بعط كلم دي عشن انا عرف ان فيش حد قدر خرج الل انا,sadness
وضع الي احن نهر خنق هرد ثير دهش شمءزاز حقر لقء كمن نقش ارض بتع لا هزل,anger
انك تشف حد عزز اوي بسط ده كفل يخل طير فرح,joy
عيش ذعر وخف وشح قلق ظلم ليش عيش حيت بساطهوسعاده وخر ثرا دنا بخر,fear
اعل سحق جيز جمل اعل لعم بهج فءل لحن خرج عمل كامل شجع فعل سهم خير ده رفو,joy
كسم حكم عطو بطل بكف قرف سلل وضح احا,anger
طب انا قسم بلل سمع اغن رجع جسم قشعر حلو اول حلق شكح اول حلق افي حاسيس لخبط,joy
جبت هبق فرح فشخ,joy
خفف لطف شاء الل دا اليوم يكون خفف لطف,joy
خوف رجف رغب بكء حنن فرغ صدر تفت قلب رعش ضلع فكر انتحاريهوجوه عبر اصو رسخ اغا تزد حنن فاس تهد حيل,sadness
مب طبع صرت رفز بري,anger
رجع غرب ربك غرب انت فضل شوط اول لمذ رجع ربك,sadness
اله دعي يخي رعب وشل يبي رقد ليل,anger
حيه راه حصل فضل تءج تسم بسم بسم نجم,joy
عرف الل فكر جبه دور ده شفه لطج اي تجه,anger
تحب صرح ذهب تعه كره شوق جدل نقش ابعد لقء هدف سلل صبح اله لعب,sadness
سمء تلل نجم هدء صمت وحد تمل يرض ضمر تعه نهي,joy
فرح عيز اضح,joy
اليوم ولد حكي فرح جمل يوم يلد عام وسن جمل عام فرح حوي عام ونت حيت حيه,joy
سمح اظل جبن خطت اول حمل نتج رغم خوف الل قبع دخل,fear
قبح الل صير خان دين ووط حثل فكر جوس,sadness
سلم بحر حبس تهم زدراء ا سلم عرص كفر الل انت طبل صدر عفو علش طلع كمل طعن دين,anger
دقق ولل ضغط رفع وزق,sadness
الف الف برك اخي صدق صطف طقي تهل خير عجب زلم ليف وعد ونت زلم برك خطب يرب سعد دءم بحا,joy
لهم جعل رمض ختم لحز وبد فرح ونا نعذ شهر ذنب حبس رزق بطل صيم,joy
فيش دقق تعد ضحك همت,joy
اعوذبالله وش قنط وحد يكون حسن ظن بلل,anger
الك بقت عنف اوي كده ليه خدت بلك وتس كبه لا رفش كده احن دخل نلز مش لحق,joy
شاءالل يرح زحل يجر اشي قان وين شكل رسم ارو بعد حقق حقق غيب,anger
اف اف شو صير خلج ليش هيك هالتوتر ولل اني عم عرف شي هلد الا كتب محن,sadness
بهج امل حمدلل شعر سكن سلم الل بحس فيس غمض عين حله رخء هدء نفس ضحك,joy
كثر شيء قتل بدع خوف سخر اخر,sadness
بين امك يا تمك يا خول اول اشف تنك فرح ان امه وخت بيت,anger
انت عرف انك ثير شفق طب عرف انك صدر سخر ترق الل حلي,disgust
اتم اشف كلم شيق وحب ايا بعد درا شوي وعش وقع لمر,sadness
انا الل شفت رجل سقو بنت اذا رجل فهم حكي هدء صرخ رهب برء سحر ريض,anger
فقد صرت وحد يول الف حجز حوا ولف شي غيب لحظ علم ذبل الل مر فين غيب مو شوي,sadness
حسس سعد حقق حلم طفل علم قيد درج جدد سعد ارس هيه سعد,joy
وحي دنا حسب شيء مال ذنب نلق دفع تمن وجه حق,sadness
فرح برح فرح هرد ولل بنس تعب محن ذكر ارف جرد فرج اهل ريل,joy
جمهور بصت علي اوه يا ربح ابو صقر قال شوي وبك حفل ربح صقر وتب كيث,joy
ده ميمنعش ان احا صدف معا خوف ده جنب اسا الي مكن حصل,sadness
ربي دخل رمض ونت رضي عنا جعل شهر بدل ذنب الي حسن همم الي فرح حلم الي وقع يرب علم,joy
عيل شرع رقعو ا قدم بيت رحت طاع شخط شخط هزت رجء شرع عين تشف الا نور شرع طلع يشف ايه حصل عوز انم,joy
زهايمر لاي شي بدي ذكر بس وقف شخص عين نتس يرح بال سعد حزن فرق لقء,sadness
حفل شاه بند مدينهنصر شاه سبب سعد جمهور,joy
اكر صوت يكون بحه بكي اكر شكل ونا حول كلم خنق دخل اكر عيو دمع وقت غلط نوب خرج حك يہ غيم,sadness
حرص يوم خفء جنب ظلم ظهر حاس تخف فكر يسء الظ بحث ود قلق كره احد,sadness
طحن حر قهر ونل زحم لهو بحر صنع مجد شمم فخد هوا,sadness
سور يعن دا خلف دمع رجل او بنت مبتكسرش احن بشر مش جمد,anger
اما نسب ناس الل جعو حرق قلب انا مش سمح حد يرب تشف رحه دنا اخر ان شاء الل عدل حقد,sadness
عنق حبك قلب نبض سمع لحن سلم لحا حضن كفي,joy
عدي سخط عرض انس حدد صبر مو نبي خرق,anger
قدم شفي ست تسل وجد يوم صبح اول لجو بقي حر شمس بقت شدد لبس نقب,anger
انا نلي يا حسر حدا عبر تا قلب نفس او حلت بتب دبب,sadness
قدم جيش يمن الي صنعاء رعب حوث جرذ اير كلب عفش باء هرب كثر,anger
دمع برد من يعز حفظ عليه انس فرط حيت نزل سعد حبب بمك بصر سمع عين اذن مش كدا,sadness
حد رن علا موبايل قرر قفل علل تصل وحد وحت فتح لوج اشف مين مش بين درج دي غضب علل تصل,joy
فرح قلب مثل في فرح ببا اما,joy
يوم يخذ موت شخص عزز قلب شاق وصت ماينسمع دمع ماتوصل قدر رقب بعد تطم لحظ عرف شمع فقد,sadness
رهب مو انك زرع قنبل رهب انك زرع فكر غلط كان في كل زمن هبه حمد رفع لج عقل,anger
حقر اكر رجع فسر حلم ازن,anger
نظم رعب قوي سيس ضعف حصر تجن خطء جمع فتت خءف غضب شهد حزن,sadness
صبح مدريديستا فرح برح ولل,joy
صيغ فكر ريح قوي برب شعر سعد ربي يرع طمء قدر الل خير لهم حمد,joy
رره فقد وجع غصه حنن بكه رحم الل روح زال وجع رحل ءلم بشد,sadness
غضب حنق مايحدث اقف كتف يدن هزل احر سكن فعل سحر بطن انم,anger
ارد نحر منع ثلث كلم خلي اشف سلب قنع,sadness
سعد انو تكون شخص حدا كونو هنن فرح وعد بيسببولك سعد جتك سعد تكون علم تحب,joy
وخد دور بدر ريق تعب ضاق حفل نصر,joy
بلا يدو بكء نوب رجل وست دا مش دور دا دور احن قطر عدي خلص وضع فرص,sadness
مدد جزه لتك بدي دوم يوم احد فرح ملي خبر,joy
وصر علق جدر عرق انه قرض صور تشب فرش نحل سبب ذبل طلق ونا انا وحد قطط نظر شفق,sadness
شوق غصه وارتجافه خنق حيل حيل,sadness
خلص عزء وند ان نري بكء دمع خدرو نشر حزن,sadness
همل درس ثني في اخر ملف يعن دري وش تفد اذا خرو تري ورا سجل جمع مو فاض احن,anger
لزم الي الن رقب شخص ونا شغل او اسي شي احس عرق قلل رجف يدن رجف وضح اخف,fear
كفي الن كفي علي شعب ان يثر غضب يقل كلم سقط حكم قاذ طبر خمس,sadness
ديم عاي شغل فضي سءل نحن اش نسب حب سله اذا احب خلك صرح وقل تعش وهم عاك وحد يرح طرق,sadness
وش هالجير زعج,anger
ولل بسط حفل نتو بنت الل يعن قلب معا ولل دري وين غلط حضر,joy
ضقت فجه بيگ ربگ مش اسگ فرح فـ طرق فرج ضيق,joy
قبل صبح حفو حمس وحب قبل صدق فضل قبل بتس شرق كفل رسم فرح وجه قعد بهج,joy
تلو جمع حزن اخر شجن حنن حزن حاج لزن يكف وجه نسء ليك لمح نبا,sadness
بجد علل حلو وحس انك رحو بجد,joy
كلم اخر هرد شفت كلب تبل وجه صحب وقف اول مره رعش خوف درج ان كلب علا احه يا جدع رعب,fear
لهم بدل حزن امي فرح تبك شدت لهم داي اذي دنا وطل عمر حفظ لي,joy
عرف سيس حيو نوا حمر نوا حصن كءن بلح شعر نفذ صبر,anger
وحد يبع صواريخ بين وعل صغر شتر فعش قنع انه شري كتر قله ده حلو ده ولع رقع حد دمغ صحب ماركيتينج جمل,surprise
ايه شكل يبق حلق نزل حلق سبع شوق هيزيد ومش هيحتاج مط,anger
قوم فضل عرف اهو اسم برج خشه برج يدع سرط سبب اسم فقد يطر يصب فزع شمءزاز,sadness
اعل بهج جدا ليه لمس,joy
كـل حـد شـف توت دي ربنـ يهد طهر قلبـ مـن ذنـوب رحم رحمتـ و فرح قلبـ حقق حلمـ يرح بلـ,joy
يحز الل ممتليء وسط صدر اذا عمر وش اخر حزن انق,sadness
تون يلي وجه علم عني فرح حسس حيه كبر ضحك ثغر,joy
اكن حزن بعد فحز عدي اكن ابك قرب دمع تري اكن غضب هرب غضب قتل امت قبل,sadness
يلد جمل اخف حد سبق ويه قلب طيب وحب اشف مته وكل سنه بخر وحب جمل صحب الل يدم,joy
اخت سرر,joy
ليه بعد ونت دري اني حزن صح بوح,sadness
فكر اني بطل اثق حد خصص ناس الل ماينفعش اني اثق فكر رعب ولل,sadness
لهم يا يا قيم جمل يوم خبر جمل ثلج صدر بهج قلب فرح حسب,joy
جنب شخص سبب غضب بعد اهد لصق فين حمل غضب ولايحاسب بعد شتسو وقت عصب,anger
مبكرهش حيت ظره,anger
الن مش ندم وقت نسب الل كنت نظر وفت اون الحق اءم افت اوج حسر شكر جوز,sadness
لكل يتر يحس وتر رهب قرر مو رتح صدر قرر الل ستر,fear
علم زعج علم ارد فرر ان امض بعد ولس ادر يمي,sadness
وكا وكا وكا وكا تنن حلو ظرف تنن خضر تنن مرح لطف تني مهر,joy
انا كءب حزن جرح هوي فين غيب شجن قوا قوي انا احن او احن اثن,sadness
عجل ونس قبس سرب غاز سمه جمع كيمياء حله هلع صفف وطن عمل,anger
اخف قلب بطل حمل,sadness
امس صرح شرح ضبط عنا لفز دول كوت وهذا جزء صغر بلك حقق وظف بدل همم وزر علم,sadness
نظر احد مطر فرح اذا بذل جهد صدق محد يجر ورا سعد وانبساطك عيد حيت,joy
هلع قلق ثق بنك نول دوء ندم ندم شدد سنو لتي حرم لذت حرم اهل,sadness
كثر الي كثر جفا زعل كثر حنن تدر اني غبت حل حد خلي لين يوم,sadness
علم حيه هما بلغ نضج طفل داء حتج حضن حوي وجع,sadness
حكل فرح حكل طفل صغر بحب يشف يتر لكل ركض عند,joy
اكر شيء الل نعد رسي الف سبب قلق ارق ضطراب,anger
خوف خوف خوف الل طمن,fear
سلسل كوت مايعرف جذب يعن نطق ظيف زميلج قذج خنق الل,anger
ولل اثر الا غضب سود وجه غضب,sadness
مات وفء رفد طمع ناس يبق ياس جزع صبر ثقه بلل ورض فلل كرم يرج تبع,sadness
قسم بلل رجف رجف ميت برا صدع,sadness
فرح انك عرف مين الي ليك فرح انك,joy
ناس خلص محن خلص فيش دعه حله يهم رمض حلم حيه,joy
شيء صغر تبد يوم دعء كوب قهه عطر فضل وغن جمل وسط زحم شعر فءل,joy
ترك جرح حزن حيه بكت عطن اخر تجي الف بنت تجي عظم كسر,sadness
كنز نجم لن كرر انت نسب فرح سعد انت حلم نتم ان يقظ,joy
انا طير طير كنت فرح فشخ,joy
رسم ده كبس سبل,fear
خالتو ولد حمل تقل ولد هسم بنت روف فهم ازي ان اسم مش عجب اقل ازي ان عوز صطف,anger
في مصر احن شتغل عشن نجب فلس نرح بيه شغل شعر بـالاستياء,anger
صوت رعد رعب ذكر عمر عبدالعزيز يوم بكي قءل صوت رحم بصت عذب لهم رحم عذب,sadness
اوق حله عرف مين بحب جد لان اوق حزن خلط حبه شفق,sadness
وقف قدر يوم مرت جابتل فرح ونا كنت همم,joy
اقس شعر حبس دمع دمر حيت جبر عيش غرب شعر,sadness
رشلو شجع يوف يعن عاطف بوف ستر حقد ريل دعء حب بوف صيد فلم,anger
بهج يلا عيز كمل بيس شوك يمت يمت هزر يمت ضحك ريح دام,joy
يلد سمء حبب عام ونت بخر يرب جعل عمر فرح سعد يرب قلب,joy
صيب كرث فجع شعب تعط صلح شخص جهل تفه يقم حرر خلف ضمر خوف الل بشر نظم فشل,anger
وتر قلق لزم ايم دي باستمرار كسم شغل الل يثر وحد شكل دا كسم شغل مصر شكل عام كسم مصر الف قصد قصد,sadness
تشف بلد قصقص شجر قطع شعر بان نمس او يسر حرر سعه ايش فزز,anger
خير صبح وجه لين رضا كبر دعت ربي تنم قمت مشاعرغير عطت ربي مني وكل حجه تعن ومن يوم امل هذا وهي تطر فرح,joy
الل رجع لهل عجل اجل بلل حجه كسر قلب,sadness
ياء شعب,anger
لحظ فتر اخر كثر صار يعن خوف وتر غلب سبب ضطراب قول الل يعط شعر خوف,fear
شيء حزن الل يقي علم علم ولل رحم توف كبس حدث علم,sadness
رنه نبه سبل بقي عبر كبس سمع اي او اي حد وتر,sadness
احا احس روح خلق كان اخر ولا وش فسر ياء ولد عيش سعد,sadness
اذا بنت بسم وجه احس انا سرر,joy
عده حرك نقل ظلم الل وكل الل نقم ظلم لعب كذب واستفزاز سخط الل,anger
لزم كدر بعد سحر عشن بدي ذكر اده مش اهل اي اخر اصل,sadness
اكد صحت كبس راديو طلع صوت سيس يعن صحت صوت سيس حطه فرن كرم,anger
شكل جوز كار نكر فرح شمت نصر نفس نقم شيخ وقف ضد نكر سبق,anger
انا خيف منو قرض ضفر وتر انو تكو يبق شوه تطلب شيل ولل جعر,fear
وقع فمت قصه حزن,sadness
وءل ان وقع حب انث وقع احز,sadness
شوق ريق بسم ضايق شخص ليق لحل وغل خليق خير,joy
يا حني وش بقي فين بعد غير اما نظر لقي حزن,sadness
حلو ولو خرو ندم حسر,sadness
خوف وفل غلق قسم لنه كثر ردد لحق خصص سبب كدس بيت عمل,anger
نبق بسط اوي احن لبس عشن نزل قبل صحب بس تبق بهج كتر ونت لبس ريح تزر رسل الل ص لهم قبل سعد,joy
كذب من كذب عيل يقل رجل كبر بلس كذبو كذب ومن لزم كذب بنت حوء,anger
حزن يا الل حزن وحز كبر جرد علق نهت رغم خذل وقع حدث حزن قسم امر عمق حلم حقق,sadness
لهم سلك رد قضء سلك لطف يك… كهرب قطع ضحك,anger
شكر عضء شرف هلل قدم دعم كبر غرب حقق رجل عشق هلل اخر شكر يوف حقكم عرس زعم,joy
شوه كلب حشر دم نخه اعل حدد بلد الل مات برض بني ادم ليه صمم تبع لدم ارض مين فيد مين,anger
انا حزن بخب امل الل جته جوهر دخل ريم ودع ربي حمدلل حزن,sadness
اليوم قفل ومل خلق شي فطر لقم حين بطح بدر عزل تمه,sadness
تجي رفز قرف شبح سمي احس شخص كره تزم الل تقل حلب ابض يقل لون بقر,anger
الل لعص وخط جهم قلق ثوب ونا الل رجف رجف خيف رعديد ليا شاف قبر ضيق وحس ذنب رحم يلل,sadness
ثقل شيق وش احك يرب,sadness
برا هزم وحد مش عرف حمل حرق لدم سبب خسر اتش امل ناس الل خسر بال اتش ورا دول عيش ازي,anger
يلد حلي زين عشن اليوم يوم يلد عين جمل تشف الا سعد ضحك ماتفارقك عام ونت نعم تبق ايد عمر,joy
اظن رجل قلق حرك نسي خوف ميز رجل حدد رءه قصر نظر ظفر راه حقق نصر انس نهي امر,anger
ساع يبد يلد يلل يلد فرح عمر مو ارخ وبس يلد ريك عتب,joy
مش حله عطل ابد وحد قعد عاعصاب بدي علم عطل مش عطل,fear
وصل رحل ال ضغط كبه يحب يعش ونس او سعد يشف غرب غلط,sadness
هلي قصب تذمر من خذ هلل دور دعي دحدر علم وصل مواصيل قصب كثر الا ولي,anger
حزن سءل قلت اهملتيتي يا صدق خطر مين,sadness
بسي يا هجت ثوب سود كرر ان حدد ضرب هدت اقف عمد طفء حقد وار رشد اجر يعل,sadness
هلع ذعر وان سمع صوت رهب فجر عقل عقد نهم ذهب علم اخر خصر يقل عرض عذب شهد طول حيت,anger
بهج امل صفح رسم قدم شفت ررق تطر وضح جدد انا عيد جدا نفس ضبط انس شغل,joy
انا خلص اتش قعد فرج ردو حفل,joy
شقت ايم درس زعبيل ايم رهق خرج يعن سنو كنه امس كان همن درج كبر كبر همم معا انا درا,sadness
شعر كتم الم خفف صدر حلق ثنء جهد ذهب وقف جهد دقءق تكون ذار جلط قلب ردد زير,sadness
الل سمح الي قوم سعه عشن ودع,sadness
ضغط شنط سفر عشن نصك سحب جمل ضغط حيه,joy
ادر حب الل وجه امي وضح ابي,joy
همر قبس كلم فسر كيف شتم بعد اذا حقق راد تبل قصه فلس قصر غير حقد,anger
انت مش بءس وحد وكر حيت لا انت محن ينل لزم درس,sadness
شفت بعي حله غلي حقق شرع غضب شعب كبر ايه خوف يسك دخل ناس,anger
دري ليش حست سعد لنك كرف,joy
سنن عمر طول صبح خءن حقر جهل ونت تصف خءن اي خبث دنء نجس قذر,anger
سيس عدت فرد حق صحب عرف دفع جهل علم ان حول كلم عايرو بمض يخص رهب,anger
وصل لسف زيد وش دخل اصل اذا انا حزن او جاي تقم حزن ثلا,anger
اعل جمل جدا بجد كل شوه اعد فرج عليه رنس ربن عاك ارب يا احس رنس و ربن يشف ريض ماس حمد حلم,joy
هه بدي فشل انك لزم شعب دخل يتو ندق ولل مراسيم ضحك لدل عرق,anger
تتر حمل اعش ذعر شدد,sadness
صبح سعد,joy
خوف موت رجف رعي وقف ملك رفع رسه كرم وين,fear
تنم يدي رجف يدك اخف خدش امن رجف قلب رات ايد,sadness
اوق ضعف كلم وحك عاك,sadness
عيد يتي حجم بهج طفل عيد لذذ فقد كبر غلب بهج,joy
انت مش قدر خطر وقف وبتشربلي شاي عمو مبيطلبش,anger
مود مش حلو خالصص,sadness
اي ماشستراوي مو وثق بفز انو اليوم احس شجع,disgust
شهد ريد طرق علق الل رحم ضربو دول دعم رهب اير ترك قطر وين شي اسم رهب,sadness
نقل وقل حانقول همب خلص خلص افش ضغط سلب تني خلص وحد حاياخد قرر حمل مسءولياته خوف صح,anger
يرب بسم اشف داي وجه اهل يرب بعد ضيق قلب,joy
ليل رفع علم ليل ليل نصر ورك يا صري بدي غرب ولع نار يرب علم رجع نصر,joy
طوعو ارد الن طفل يقض ساع فرح حدق حيو طوعو ارد تطع سعد احس فطر سوا,joy
ذكر شقء سعد دمع بسم,joy
مطر ده مطر بجد مش عقل اول اشف لجو مطر في رمض دعا ربن ستر معا رزق خير,joy
طيب انت وكس معندكش روح فكه تكب ذكه زكه هذب هزب ليه,anger
لحد هرد زعل جدا اجي زغزغ حد وميتزغزغش او يضح,sadness
ايه اليوم ده بجد ايه,sadness
شاب صفع عمل لوم سلم اله حق يمد يده دين عمل نصح مو ضرب رغب اهو رهب,sadness
سقط سقط تبق قطر وحه امن وام رغم حصر شتءم اتج سلسل دلل فلس تفو,anger
خوف وضح كلم اشف سمع حكك نخف فرق تخف ذكر خيف ساك خيف ساك حمد جارالل,sadness
خلص يا تخلف الل ايب جزر شفر بسط ماشفرتو قنو تخف لحق رعب خوف بكء رفض غلق جزر,sadness
انا عقد تشف نظر دار حتقول كلم زبل قلل لا عرف عمن ترك,anger
حسب حول بث رعب ناس يهم ان بدي فوض وحر بلد حذر حذر بلو فجر جيد صفي,anger
حبب اليوم كنت تضح انت بسم حدث فقع حب حاديث قبل بلغ عنن سمء حبا قرب امن ادن غرب,joy
انس ضءع حدث وجع ورب حدث وجع ستكون كمه كبر سلب وجد مثل حال كثر,sadness
هدء عمرو ديب زاج,joy
سءل قلق هل قدم عنصر يلق شام طعم سحر عنصر حرر شام قدم فكه فطر جمع فطر ينم فطر بكر,fear
هوه شعر شعر غضب يعن ارح نشف ليش هيج حرم علي,anger
يتد اضع قرب نقط عدل غرب اولدترافورد شوف ال نقط فين مكن وصل ندم حسر,sadness
وده مش فري ولل يا جمع ابو رضش خرج درس نوي رفع قضه فعل عشن وسخ حدش حق عدي,anger
ال شيخ يصف حكم بصرب سيق مجد زءف صدق غبي حمس جمع رهب رهب يامتحذلق يكل سحت,anger
الل يبر تور ثقف ماراهيش ثقف خمر قمر انا ضد سلسل علبال كين عدو اخه يرث زعجو,anger
قسم بلل اني حله غضب شدد سبب هرب سيس حمل اسم مصر حتي قلب وقع لمر,sadness
صحاب عشن رمض قرب الل سعد سعد بـد حزن ضيق الل يبث طرق وفق رحه امن الل يدم,joy
سعد انس شكر صبر غفر اسل الل سعد قلب قلب تتم,joy
نجح الي نجح اسر انت فخر جمع اسف غلب شغل بنت رمب مجد مو فضي لبن بلد وانجازات سره بنت حمد ربع,joy
رفض علج هدا عنز يرب لين همل صحه,sadness
ثلث سنو انع يمن لحج ديد الل وكل الل نقم,sadness
يبن انت فرض حفل بيا فرح وتعمليلي فجا ده انا عيدميلادي قرب خلص ونت عرف اني كءب,joy
انا كنت هفطر بره فجه طرابيز قلب هفطر سمك قلي رره الل هحس بيه شمت فيا هتبق اشد سمك,sadness
يمكن مر بنب غضب كسر درش عثر كان,anger
مو عجب لمح حله وذا الش اعل كلم,joy
بكر خلص هالكابوس ولل,sadness
صغر وحد بيت طلب حاج كتر اوي,sadness
سكت يا بلد كلب جمع وضع شفع سمح الل قبض ثمن حقر زمن درن ليب,sadness
صرل شي ميه سنه شلح هلد ضجر حيط حيه تقل قعد اوض كتب لزم,sadness
شهر عبر علم عبر مافيهمش امن ضمن,anger
تحس ان وظف الي شءن دول يخد رتب عشن عذبوب,anger
وصل غيم اوصل حلم قنط الل عز وجل قلب شبع صبر,sadness
الل يكف شر ناس تخف عيب كتر حرم,anger
رجع وقل ننس كلم ده بقل نشف صور شكل شمل وسع بعد ضغط خوف خصص خلج يعش حله هلع زعر,fear
كلم حد خطط حلم طمح اقه مش خطر وقف مش كلم بجد بشل عمر,sadness
مايجيش علا ليل ذكر تيج معا دمع كسر طلع باه,sadness
غيظ حله غضب تقدم حله غلي مزق وصف قرا تكد تمز غيظ,anger
قلل جدا ال يحس ناس في غرب قدم سعد اسف,sadness
الل يكف شر غدر,sadness
ترك ارخ اسد لطخ دمء سلم سلم الل نقم,anger
عصفور جيت ونم بحض ونا امن جنح,joy
فرح وعش غلي علي اوع تحز يوم بكر هاترجع تضح لين هتنس همم صله فرح وعش,joy
عشق كره قدم وعد لحم كري قلل ريل درد عملاق الم بير يونخ شهد معه,joy
قيد رعناء جهل عزل كثر بقه قطر طقه وضح وضع سعد شرق وسط وهن ضعف ويل زول,anger
يعل نطف علم ولء تمع رسم صور لكل طرق باب احز شيع يا اليوم بصم حزن حقق وقع قرح كون حب حسن,sadness
حلل نصف ليل زدد قلق وخف امي دعو جهه وخت دعو جهه اما انا شهد نفذ ليل ينم احد,sadness
يلع ابو ام غير الل عمل لحد كده حنا كنا كوس يعن,anger
احب جو صبح لذذ هدء وسك فطر يلل سول سنك بقم تبع فلم,joy
سطع وجه لجء يتر ما غرب حيل ضعفاء نفس,sadness
بهج امل خلص ذكر حمدلل ربن يسر سهل خبر يرب يصر زي كعب سكر نقه,joy
اعل سفز اعل يجي هالعباره سحب ايف,anger
ايه شفت حلق وحس بدت ذكر الل قرت ضحك يس اكد انم رهب كثر,joy
انستغرامك جمل بعث بهج طمء خلي قلب جوا بسم,joy
صبح ورد ويم سعد يا لكه علم,joy
• • ءلم شعر حول ولل قدر يا فتن • حب كسر شوق,sadness
ياء شدد وطن غضب حرق سبب عدم وزع سيل صرف نطق واح نذر حدث كرث كان الل في عون حتج,sadness
مين دنا ديا عمر مره شكي,sadness
كمه قنع اعش فتر انا اسل هالتسليك عشن ايم جزه,sadness
اكو ناس اعد شغل عمل تصل سمع خبر زفت كلم زفت ظلت تصل اخل ايد گلب,sadness
بسم ضوء ظهر نفذ يشر اخر وجد شخص هتم تعا دخل دينيس يتل شهريار,joy
نهد الل وجع ثلا,sadness
ريح شعب رسم بلغ حصر رهب قطر اليوم سعد,joy
باستطاعتك دري سوء زجي نبر هلع صوت وال لست مايرام خبء خلف بخر مكن تناقضاتي,sadness
عمل ايه يا جمع وسخ يا حبيب يا ولد كلب همت ورب عمل يا رجل يا طيب يعر ريح دام بهج,joy
ونت طيب بخر يا حبي بعد ايم بخر سعد يرب,joy
سءل هي حدث فيس بوك الل رسيل حذف طرف مكن وسل رجع وحد صحب عمل قلب ضلم عاه رعب عوز تكد,fear
عيز اقل حضر اني كشف ظرف سلسل كوميد رمض جزر خبر ضحك سمر,joy
قرف غرد بسم دين كذب وبه سلم برء شكل ظلم فري الل كذب,anger
احا يا صلح عيد يلد يوم متح ربو كل سنه انت طيب يسط شاء الل ربن هيستر قلقش,anger
ولل امر حزن هلق تحس انك ذلل ضعف حقر وقت تشف ناس عدي امم اهل ناس سبب هجم سءق دبب علي عءل,sadness
اخش ذءب ذءب انم خشه جلد حمل رعب عدو اره اره فات اون نجب سرر,fear
رحل دون لا ابك ندي وخذ ضيق من صدر طرف حسب نست اني نسي قلب جرح عرف,sadness
طمن اذا حست اذي لقل قلب اذا بكي,sadness
تخل هزل جسد رعب هيء خلي عبر نظر خوف ياس شرح حلك حول ان حفظ لحظ تري نزح ذكر سعد,sadness
حرب دنا بنس لين هدم خذل,sadness
اخو صغر يقل لما معملتيش علء دين لقت جلي هستير ضحك ده ايه ده الل قمر دين يعن يشا ده الش حل,joy
قهه طعم مر,sadness
اخر خلص اخر متح رحه رحه نفس,joy
شكل عذب قطر وهل فرح ويد عدد بلغ الي قدم نزل شمت اظن حقر كءن وجه ارض,anger
هه خوف وتر الي سبب اهل,fear
يخي رمض وحد فطر بيت وحد فطر بيت ايش وحد فطر بيت خلص يخي فهم,anger
حقق اني حول ابق فعل دخل برد وهد ومش عصب انا ثبت فعل خرج قطع جوا ونس طعم فرح,sadness
كسم خفه رمز جلل هه خلص,anger
يلي فكر حلو فهم عمل امن فصل نزل رعب رهب طحش دهم بحب قلك انك نهج شبح قرن شرف الك,anger
عشن مش حنحس بهي فرح جمع فخل نعش هلا,joy
زعل رجم جسم صدع وجع ضهر ضهر كسر زعل علك يا نور,sadness
انت جمع سعد قلب انس نظر لقء لكي نار,joy
بهج امل امل كلم عاك احس برح نفس وقف امل انت قعد تور حيه جهه ثني فتح افق,joy
ايه فيد فني ضاق ومش طيق تقم انت ذكء الا تنه الي فيش حنق معا تزد خره اتن,anger
وسع بيك جوك صرخ كتم مش عرف رضي همم شجن,sadness
حلل ءثر واستيعاب اثر واستجابتي نظر ءثر علق عرض اخذ سبب علج كءب قلق,sadness
اول مره رمض داي حيل قدر تنس فرح كبر ليك حيل قدر تنس شير فرح اول مره,joy
بطل سنه اعد عيد وبق كفي نسب خصه قدر تقل صاب بقت ترف مطر مش لحق نسب,sadness
حمدالل رحه بال الي قع اعش هالفتر,joy
الل بقي عمر هعش حزن مش عوز اعش عمر ليم وني,sadness
يا حبب علم ليه وجه عبس اتر ضيق قرب ايه يعن تعل,sadness
تصب كبه حزن تحب صاب,sadness
طرح سحر جمل ايه كان تحب في طرح,joy
سكت مش ضعف الل مبكلمش شكل عره,anger
مش زعل نهم تغر انا زعل لان جه كنت فكر قرب ناس ليا اي يعن عدي هي اول مره,sadness
مش حجه عمه زي مصر كوس عربج دمهم تقل,anger
اعل نصر خطر هدد عءل يحط ببت خطر فكر شرر عده ردء خاف وهم اهر صموءيل,anger
ريت شخص تبع بدا تقه اي يبد يبط شعر ياء خلك وضح ريك صحب بدا علن لان تقه تنل صغر شنك,anger
انت شيف كده كلب ده كمل يا شوق وره راءيل نفذ جند كمل يمو مصر خنقو حسر,sadness
يا اخي خلص الع خير بطء بلو,anger
يفد حكم جبن وحد يخف ثني لكل كشف اخر فسد خلق جمع,anger
شمع عشق نطف نهد,sadness
دمه خفف كان,joy
حول فرق زعل الي بين ويج رضا الي يوم ضيق معا ومو رتح معا دخل حمل مومجبوره حمل,sadness
اخف خوض علق جدد اخف ان خذل فقد ثقه مره اخف ان اصب حزن شدد خار,sadness
وضع كبر,fear
زمن اسف الي كلم بسم دين ناس علم دين ناس تشك حجب صله حكم صرف عالرايحه جيه حزن,sadness
