words,emotion
الحمد لله أن في موت تخيلوا الحياة أبدية و نحن قاعدين في ليبيا للأبد #كابوس,sadness
@reeo12e @NajranWeather سبحان الله في الغيوم شكل قلب 😊,joy
#الشعب من كتر ما بقى #كسلان 😞 #بقو يسلمو ع بعض #بالحواجب 👉 👇 😂 #ايوة زى ما عملت دلوقتى #بالظبط كدا 😂 😂,joy
تركت الدراسة بسبب المضايقات الله ياخذهم ماشفنا منهم عاطفة,sadness
"أجمل أعياد بلادي #عيد_المقاومة_والتحرير 25 أيار 200 ""أعظم انتصار لأعظم صبر في التاريخ ""✌ 🏽",joy
شعور الخوف القلق التعب التوتر ملازمني هالفترة وأجهل أسباب ذلك,sadness
رغم الاخبار المحزنه في #مشرقنا خبر وحيد فيه بارقة أمل :الجيش #الامريكي يعود ويصبغ دبابته باللون الأخضر بدلا من اللون الصحراوي,sadness
ودي ابعد عن تفاصيل الزمان واسكن جروحك ولو فيها نكد دامني بأحضانك الدنيا أمان قلبك المرسى وعيونك لي بلد♥️,sadness
وحيد بين الناس وحيد وغريب يوم كل الناس صاروا أغراب وقريب لا أحتاجني المحتاج وبعيد لا زاد فيهم النميمه والغيبه #غربة_روح,sadness
يارب السلام النفسى والهدوء اللى انا فيه دلوقتى يفضل طول العمر ومش عايزه حاجه تانيه والله العظيم كده كفايه وزيادة عليا .,joy
أول قرار تتخذه بعد الاستيقاظ وصلاة الفجر لا بد أن يكون الابتسامة ابتسم كثيرا ولا تنغص حياتك بأي شيء فأنت جميل صباحكم أجمل مما تتوقعون,joy
6 ساعات ويدخل ميسي عامه ال30 #حسرة,sadness
اللي يزعل حورااء انا اذبحه 😡 🔪,anger
شكله عيدنا ٣ أعياد ان شاء الله فرحة عيد الله عيد تولي #تميم_المجد و عيد النصر بإذن واحد أحد 🙏 🏻,joy
كيف احكي لك اني اشتقتلك كيف اخلي هالكلمة توصل ل قلبك وتأذيه قد ماهالشعور مأذيني #جيزان #جده #مكه #صامطه #حزن #فراق #حب #اشعار #عتاب,sadness
انا اللي صرت حس اسم فرح احلى بعد ماصار اسمكن #الفرحانين #فرحانين 🌸 💕 الله يخليلي ياكم ومايحرمني منكم ابدا 🙌 🏻 ❤️🦋,joy
صداع الف ومليون وستميه وباقي شوي على الاذان والبندول نسيته عند عمي #ضيقه_تايم #جرح #دنيا_قاسيه 💔 💔,sadness
الجزء التاني من #الزيبق من اكتر الاشياء يلي متحمسه الها 😃,joy
كلمه بحبك مش شرط تكون مخصصه المرتبطين بس كلمه بحبك تنفع لشخص انتً سعيد بوجوده في حيااتك كلمه مبهجه والله 😍❤,joy
@al_genteel يطير للقبر ان شاء الله 😡,anger
امتى هيخلص كابوس الثانوية العامة في مصر وحالة الذعر والخوف والقلق اللي بتبقى فيها البلد الفترة دي ولا كأن القيامة هتقوم,anger
#لندن\nاذا أرعبكم كم شخص قتلوا ظلماً \nفوق جسر لندن \nهناك الملايين في سوريا والعراق أُسقطت الجسور على رؤوسهم ‼\nوقتلوا من الأرهاب الحشدي 🔥,sadness
انا وحدة ماحب التفاح الله يعز النعمة لو اموت جوع ما اكله واهلي هذي السنة مسكوني العصير كل يوم اقطع تفاح 😭,anger
معرفش ايه علاقه حزن البنت وانكسارها ب انها تقص شعرها وليه قص الشعر مرتبط بالاكتئاب بالنسبه ليهم مهو هيطلع تاني مقصناش ودانك يعني,sadness
??من إدارة #العزابيه_للاضافات ل المميز #فرحان ل وصوله #270k ألف ألف مبروك 🎉 🎉 شاهدين لك بالخير,joy
كل عام و انتم بألف خير اعاده الله عليكم بالخير و اليمن و البركات عيد سعيد #افرحوا,joy
حوار ان حد يتعلق بيك وانت ميش حاسس بحاجه تجاهه ده تأنيب ضمير,sadness
يمه #رعب #ارتجاف #دوخه,fear
حد يعرف ايه تفسير الغليان اللي انا في بقالي حركة ١٢ ساعة بغلي و مش عارف انام و كفراااان و حالتي كرب 😡😡😡😡😡,sadness
الفود تركس أفسدت جمال الحدايق 👎 🏼 إزعاج مواطير وريحة قلي وزحمة مواقف قسم بالله قرف,anger
@khalidyatnet ذعر ورعب يعني بتشوف ناس تجري وصياح وناس مغمى عليها وبعدين وش المانع ان المقطع يكون عملية انقاذ للضب ؟ ممكن وارد,anger
@Afafwahab16 احنا مش ناقصين وطنيته\nخليه هربان زي الفار المذعور,anger
صباح جديد يهدينا آمل يمحي خيبات الأمس صباح جديد يرسم علي ثغرنا أبتسامه تفاؤل تملي أعماقنا فرح,joy
"هذا قدر الهلال دائما وسر قوته ينهي الفرح الليلة ويستعد لأفراح لا تنتهي بإذن الله الهلال هو ""أن تفرح أكثر"" 💙 #360_درجة",joy
#أخاف لا أشكي للعرب سر فرقاه 👌 ويشمت علي إللي ما يسوى #مواطيه,sadness
#حقوق_السكريين_النوع_الاول سعادة وزير الصحه ارجو النظر لمطالب السكرين ومعاناتهم وصعوبة حصولهم عالأدويه والمضخات #معاناة_مرضى_السكري,sadness
والله عجزت اكرهه جوزية اليوربا ليغ بطولة ممتازة لفريق غاب عن الالقاب الاوروبية وله فترة غائب عن الساحة الاوروبية,sadness
\n\nالچلب اللي قدام بيتنا بط راسي بط ؛ جنه حالف مايزعجني الا بوقت نومي 🤦🏻‍♀️💔,anger
@kareemDyaa @elsharabashy00 لا يا عم ده كان متهور انهارده,anger
كف عن البكاء يا حبيبي أنت تقطعني لم يأبه لما قالت واستمر ينثر الكآبة بصمت حزين لا يرى أمامه سوى ذكريات من الماضي الأليم,sadness
"ما العشاء اليوم يا امي ""لقت تركت لك قليل من الحسرة وخيبة الامل في الموقد"" تسلم ايدك يا ست الكل",sadness
@alsamayil ههههه. خلك عند الحائط المبكي . وقع على صور تميم . ههه وش خليتوا لليهود .. شعب مهان . ولعب فيه حليب الحمير 😃,disgust
سطرت لنا أجمل معانى الحب بتلك الردود الشيقة التي تأخذنا إلى أعماق البحار دون خوف بل بلذة غريبة ورائعة دمت لنا ودام قلمك,joy
النتيييييجة بقى يا جدعااااان ده مافاضلش غيرنا ف مصر 😡😡😡😡,anger
#الامير_فيصل_قياده_المراه_قادمه\nقسم بالله طفشت كل مرة توعدونا ولا شفنا شيء.😒\nوالله العظيم ترى قيادة المرأة مو حرام.😡\nخايفين من أيش؟؟😠,anger
شكرا لتجاوبك أخي الكريم 👍 وصباحك تفاؤل,joy
أولٰئك الباقون الراحلون المتشكلون على هيئة #غصة تغتال السعادة فينا اجعلنا يا الله نذكرهم دون توجع ' 💔,sadness
يستفزونك حتى تسبلهم ثم يقولون aggressive,anger
لو بيدي أحط سعادة الكون كلها فقلبك❤️,joy
حماس أرعبت الصهاينة وجعلتهم ينزلون تحت الأرض كالحرذان بينما جعل منهم أعاريب هذا الزمان سادة المؤتمرات والاحتفالات,sadness
??ابديت توتر اليديد شنو هذاا,fear
#النقاب_لايمثلني خلصنا من اللي يشوفون المرأة الكاشفة عاهره وجونا اللي يشوفون المرأة المنقبة متخلفه !! متى بتخلون المرأة بحالها 😤,sadness
@sEzAUTr89aGeGuO @Ruh_Rd مو كنه تو متش ذعر!!! بالعكس انا اللي  اقعد الاحقهم يجننون لا ذعر ولا قاله الله يالغالي 😂😂,fear
@jooj_194 ليش الضغينة هاي يخوان,sadness
اتمنى للكل توفيق #يارب #رمضان #الحمدلله #مبروك #عرسان #فرح #خطوبة #ملكة #زواج #سحور #فطور,joy
امتلك شعورين دايما معك نصف يحبك و نصف نابذك تماما مثل محاولتي لتخطيك و شعور كبير بالحسرة على الايام اللي تضيع بدونك,sadness
*ربي أگتب لنا سعادة دائمہ* *و أبتسامہ لا تغيب و قلبا لا يضيق ✨ 🌸 * ​- اسعد الله صبااحكم * 💗 ✨,joy
انا مش لاقية اي تفسير لحالة الممل و الكآبة المنتشرة علي مخاليق ربنا كلها دي,sadness
إذا ما كنت سبب في سعادة إنسان لا تكون سبب في تحطيمه ما تدري يمكن تشعل بداخل شخص شمعة طموح وانجاز تؤجر عليه بآخرتك #اعيادنا_اثنين,joy
#الفراق أصعب حاجة ف الدنيا - يشعر بالحزن,sadness
ببقي متفهمة انه ممكن حد يوحشني وانا موحشهوش عادي.... \nلكن القاعدة معاه مختلفة.. مش هاقدر اتقبل اني موحشهوش \nفبقولها لربنا وهو يوصلها بمعرفته,sadness
الله يديم الفرح في بلاد الخير الامارات الحبيبه يحق للشعب يفرح بأفراح الشويخ الكرام #افراح_ال_نهيان,joy
@allmmbi من جد انت متغير تغريداتك قلت. ومستوى الفكاهة انخفض في شي ايش مضايقك وانا خوك شد حزامك,sadness
وبقي كل اللي يقابلني ويسألني #مالك 😢 بحبس #دموعي 😔 في عيني بالعافيه آه والله العظيم #وجع 😥 👆 ✋,sadness
تخويف الناس من حد الردة ليبقوا فالدين اكراه واجبار وان كان دينك يجبر الناس عليه فهو ليس دين حرية ولا رحمة هل هو كذلك,anger
•• #السعادة ليست حلما ولا وهما بل هي تفاؤل وحسن ظن بالله ثق دائما بأن اليد الممتدة إلى الله لا تعود فارغة أبدا #الثقة #التفاؤل,joy
#الفرحه_انك تكسب رضى الله❤️,joy
يارب بدل حزني الى فرح واغفر لاابوي ونور مرقده,sadness
ياربي سترك 😰\nقمت تو والمكيف مطفى وما فيه أحد بالبيت إلا انا 😥,anger
لما بتفرج علي صور كل ايفنت واقرا الكلام المكتوب بيجي ف دماغي مدحت صالح وهو بيقول *افتح خزاين ذكرياتك شوف الصور هتلاقي قلبك يرتعش حب وشجن*,joy
كما سرقوا فرحة عيد القيامة من المسيحيين سرقوا بهجة قدوم رمضان من المسلمين وعاد الحداد للمصريين #شهداء_الغدر #اللهم_انتقم,sadness
حالة الارتباك وخوف الفقد الي تلازمني كل فتره وش الحل معها .. الله يحفظ لنا احبابنا وكل الغاليين علينا بس💙💙🚶🏾,fear
أخاف من ذنوب نسيتها ولم تنسها يا الله ، فا غفر لى \nما تقدم من ذنبي وما تأخر ...,fear
الان ابتسم مسائي ورقصت بالنشوة اعضائي وتوارى الصمت امامك وامطر الحبر بانشائي فليتك لو كنتي ارضي او جئتي فوقي كسمائي,joy
الفنانة سعاد عبدالله : يمه وصمه 😡 😡 هل هذا اسلوب أم وتعمل طبيبة ايضا #كان فى كل زمان #خيانة أغسطس,anger
"الحلو ف تويتر انك بتقرا الكلام اللى جواك بيتقال من لسان غيرك, فتاكد انك مش لوحدك من اللى انت فيه😦",sadness
طيب انا حاليا مبقتش بغضب اطلاقا بقيت بارد لاقصى الحدود جنب ردودي الباردة شخصية خرا,anger
لو قيل لي أن الله موجود وأنه يعرض علي الجنة أو العدم لقلت بكل ثقة أريد العدم يا الله أعدمني ولا تدخلني الجنة أنا حانق لهذه الدرجة يا إلهي,sadness
مو رادنا الا الحبيب المصطفى 💜 #ترفيه_المدينة,joy
حلمت إنى قاعد مع رونالدو ف حوار وبسأله هيسيب الريال ويمشى قالى لاء 😂 😂 👊 يارب يطلع كابوس ويكون فعلا هيمشى ويرجع مانشستر يونايتد تانى 😂 💔,joy
البيوت أه عليها #زينه 🎊 🌙 لكن جوا منها قلوب #حزينه 💔,sadness
اصعب مهمه اروح مكان مظلم عشان ادور شيء جد رعب حتى لوفيه كشاف :(,fear
غضب مكتوم متي سينفجر البركان و تنهض الثورة #بورسعيد_غضبانة,anger
#البرلمان_الايراني لاول مره في حياتي اتعاطف مع الشعب الايراني لاني اراهم مساكين يضحون فيهم من اجل ان يثبت النظام ان الارهاب وصلهم ضحايا,sadness
323: خوخه اطيب واحده ف الدنيا والله ومبهجه جدا يعني وجدعة ومبتسبيش حد ام بيحتاجك ربنا يسعدك يا حب يارب😻❤♥,joy
شي صعب ينسكت عليه !؟ ارحمونارجاءََ فكرووفيها للحظات تضيع يوم من رمضان بأجروا عشان لحظة غضب،توصل مضاربة في الشارع!!؟؟ ياهووو😤\n#لنرقى_بأخلاقنا,sadness
@tvtcweb متى موعد اعلان نتائج مقابلات الوظائف التدريبيه\n\n@FahadM_Alotaibi \n@dralfahaid\n@tvtcweb_ask  \n\nممكن ترحمونا من التوتر اللي حنا فيه,fear
#الفرحة : أخذ قليل اللي يسد أحتياجي و أنثر بواقيها على كل محتاج,joy
ㅤ بعض الأصدقاء أرواح جميلہ تعزف النقاء وترا والوفاء لحنا معرفتهم ك التاج نحملها فخرآ بك افتخر شكرامن 👈 ❤️#فرحتي,joy
من ابتدع جملة الترحم على الطاغية الملعون ليغيظ بها ضحاياه شخص مريض ويحتاج لعلاج تأهيلي في سجون صدام زات نفسوه,anger
#مطر 😍\n#عيد_ميلادى 😄\n#فانوس_رمضان كماان😘\nلاء بجد كده كتيير 😃 — feeling fantastic,joy
زعلان مابتوصله كريمات ومرطبات راعو مشاعره,sadness
@raidmohamad ههههه لا احنا نصعد ورئيس اتحادك عبد الخالق ومالح وزغير اسماء فاشله انزلت الكره للحضيض. مجموعه كلاب فلوس ولصوص,anger
أوجع لحظة لما تنسأل عن صاحب كنت دايماً تتباهى فيه وقتها عقلك يحكي يالله جاوب ، صاحبي خيبة أمل ولا صاحبي مو صاحب؟.,sadness
#لومار_صنع_في_السعودية اذا كان هناك من استغفال للسعوديين وتحقير لهم فهو ما يتم الان من حملة مشاهير تويتر ضد شكوى عميل من سوء الخدمة,anger
@_iSh9 انحست معهم لازم يغردون بالهاشتاقات عشان ندري عن وش يتكلمون 😂,surprise
@Rose25Rosa @sa_na111 عشان تعرفي خططي دايما عصفورين بحجر ومن أجل مصلحة الكل محد خسران 😂😂 سحاب استني ما جا دور اتفاهم معك 😤,anger
ان الموت #مرعب_جدا وكل من ادعى انه لايخشاه فقد كذب,fear
إزعاج !! بس وقت صلاة التراويح ده الناس بتبقى ملهية فى الفرجة ع المسلسلات أساسا 😀,anger
أقسم أنني بحاجة ماسة للرحيل الفوري الى أي بقعة في هذا الكوكب هشت أرواحنا تحت سقف روتين ممل طيلة السبع السنوات الأخيره #تذمر,sadness
#وجع_قلب\nالقلب لو مات مش هيحس بوجع الجرح\nالموت راحة\nتأكد الكلمة القاسية اللي بتخرج من اللسان بيكون مستخبي وراها قلب بينزف,sadness
كم هو موجع تعب الروح من تلك التنهيدة الحارة التي تصعد من أعمق أعماق القلب حين نتذكر شخصا احببته,sadness
@istkwazi @rema1988m اقول. اخلص وش جنسيتك. 😂\nانا ماقلت لك لاتدخل بشؤون السعودين هااا😡😂,anger
حالة هلع و شؤم و خوف من الاسواق الاسواق خلقت لتصعد مهما هبطت,anger
٩ | #رمضان 💛 اللهم جملنا بقلوب #رحيمه وعقول #حكيمه ونفوس #صبورة اللهم إجعل بسمتنا #عادة وحديثنا #عبادة وحياتنا #سعادة وخاتمتنا #شهادة 🙌 🏼,joy
@Ur_7anan تقول مذعوره طبيعي رح تهذي,fear
يارب نصر من عندك لقلبي ولعيوني الي تغير حالهم وجهي اللي شبع ذبول انا مو كذا ياربي رجعني الحلوه اللي تملى الحياه حياهه 🙄💛,sadness
لما التلفزيون الأسرائيلي يطلع مذعور ومرعوب بسبب اتفاقيه ترسيم الحدود بينا وبين السعوديه اعرف انك فالمسار الصح وثق في رئيسك وجيشك ومخابراتك,anger
مجتمعات تقدس العادة وجعلت من العادة عبادة #للأسف,sadness
تركت #الحزن و #القلق و #الكآبة ل #المجانين اما انا فلا ابالي,sadness
مئات المليارات التي دفعتها السعوديه لترامب هي شراء بوليصة تأمين على الكرسي ومايحصل على قطر هو عدم تجديد تلك البوليصه #ضحك على سلاتيح الخليح,anger
الشعور بالهلع عرض يشعر به المريض في حال المواجهة مع أحد المواقف وحين يكون الهلع مفهوما ومبررا فانه يمضي بسرعة,sadness
انت مريض فوبيا العسكر,anger
هلابك يا حبيبي عساك دوم مبتهج,joy
للاسف رد خارجيتنا كان ضعيف ومهزوز ولا اضرب العثماني واصعقه وضعه في حجمه الصحيح,sadness
@waleedalibu50 وله من اسمه نصيب مع ان للعجول منفعه اكثر منه \n\nجيبولي محامي ابي ارفع قضية على هالتيس 😤,anger
اسعد الله أوقاتك استاذه رنا الشخص الي يخاف من الطيران مثلا او حيوان معين هذا يعتبر رهاب محدد أو إضطراب الهلع أو فوبيا,fear
حلمت حلم مرعب أرعب شيء ممكن أشوفه بحياتي يارب الله يستر أحلامي غالبا تتحقق,fear
@hazem_asfor اقسم  بالله حاجه تتعب الاعصااب يا شيخ .. 😡😡😑,sadness
من شهر تقريبا حياة كل ما تشوفني انا وامها لوحدنا تفتح دراعها وتحضنا مع بعض وتطبطب علينا اوفر دوز سعادة وانشكاح ومش عارف اتعلمت ده فين,joy
كنت مشغول بهم وارادت ان تمازحني فصرخت فيها غاضبا ولما هدأت وجدتها حزينة فاعتذرت لكنها قالت انا من يريد ان يعتذر,anger
مبحبش أعمل أى خطأ إملائى فى كتابة التويتات خالص يعنى لو نسيت حرف ممكن أمسح التويتة وأكتبها تانى عادى جدا #فوبيا 😂,fear
هه من دفعلي المال 😅 بعدين فضح الطواغيت ماهو غيبة فضحهم واجب قبحهم الله في الدنيا والآخرة,anger
طيب انا مش عارفه أنام دلوقتي بسبب سيول و برق و رعد مش عارفه أدعي علي مين بالظبط في الglobal warming issues دي بس أنا متنرفزة,sadness
#مريض_بحاجة_لعملية_تجميل الله يشفيه ي رب شي يقطع القلب والله وين وزارة الصحة 💔💔,sadness
اسم الالبوم كامل مرة وحدة بسرعة قبل الاذان اسمه badlands من أرهب الأشياء اللي مرت علي,joy
7:10 p m الحجيم هنا غاضب جدا,sadness
ابتسم ترى العمر تحصيل حاصل كن سعيد اكثر تكون اكثر وسامه السلام أسهل أساليب التواصل وأجمل أنواع السلام الإبتسامه 🎶 🎵 🎶,joy
كل رمضان له بصمة تعذيب مختلفة بقي العشر الأواخر بس وأصحى من هذا الكابوس على كابوس آخر أقل سواد,sadness
يخرج على الناس ويقول ان بلاده تتعرض لمؤامرة كونية وهو ولد من رحم الخيانة ، سبحان الله ..,anger
@anjiekab بيجوز موجودة باسم تاني عندكن متلا هون منسميها گوجة بيجوز بلامارات هيك اسمها \nالف صحتين كليها 😊,joy
كلة حيدفع تمن خيانة البطل الشهيد صدام حسين,anger
سر السعادة حسن ظنك بالذي خلق الحياة وقسم الأرزاق اللهم لا تعلق قلبي إلا بك وأجعل حياتي كلها لك وأغنيني بك عن من سواك يا الله #حلمي_الجنه🥀,joy
الخوف الي مرتاعة ايش بيقدم جي عقب الانقلاب النفسي الي له فتره يمر فيها وتغيير اهتماماته وافكاره بعد اخر سولو له،هل بيحسب له نقطه تقدم جديدة,sadness
وأن بكى صديقك لا تواسيه فقط قف أمامة لتحجب رؤية البشر عنه حتى لا يروه منكسرآ مساء الخير 🙋,sadness
@sultanm500 @GASCO_KSA إسطوانة الغاز للحين ما وصلت 😤,anger
اضحك و الضحكة هتبقي ضحكتيين و اتنين ف اتنين ف اتنين ضحك كل العايشين كلنا ف مركب وااحدة مكملين و الصورة الحلوة بتااخد ف ثانيتيين 😉 🌹,joy
الدول العربية مثيره للشفقة لا تتحد الاضد بعضها البعض ولا تحارب الابعضها البعض \n\nفا ياأمة ضحكت على جهلها الامم,sadness
@Sarah74529403 بعدين عدوة إمريكا روسيا ليش أمريكا وربعنا يخوفنا من إيران جننتنا إيران لا بقادرين نوجها ولا بقادرين نتحمل تطورها هذا هولجهل,anger
@thansulii ماشاءالله متألقه وين ماكنتي ، وين القاه ؟ وابي توقيعك فيك😻❤️!,joy
#ضغط ضغط نفسي عصبي وجسدي بجد مش قادرة اكمل اللهم توفيق يا رب قويني #اللهم_احسن_خاتمتنا #Ayca H M,sadness
#وداعا_توتي يوم حزين لروما وملكها يتخلى عن العرش,sadness
الحداد ليس ف ما نرتديه بل فيما نراه إنه يكمن ف نظرتنا للاشياء بإمكان عيون قلبنا أن تكون ف حداد ولا احد يدري 💔 👌,sadness
7:24 \nلا طبعا انا مبكرهش حد عامة يعنى بس ممكن اكون محبش جو ال mystery ده بس يعنى  فباخد الكلام بسخرية وخلاص,anger
مع #الله تبتسم الشفاه وتحلو وتصفو #الحياة مع الله #سعادة و #أمان وفرح و #اطمئنان مع الله تحلق روحك نحو #السماء فتمتلئ بالصفاء و #الهناء 💖,joy
ما قد تابعت لمباراة لاستراليا صراحة بس كل الفرق والمنتخبات تقف دقيقة الحداد واللي صار اليوم خطأ جسيم,sadness
@Ner_mien 😄😃😂😂 بكره تعرفي مين لوحدك و بعدين وررمتهااا من الضرب يعنى 😋,anger
حب الي يحبك #الفرحة_انك,joy
??😂 علبة البيبسي تسببت في شجار عائلي هذا نقطه من بحر من المشاكل اللي تسبب فيها اقتصادنا المحترم,anger
البلد كلها ولعت والناس كأنهم بيوم الحشر وفوضى وحالة ذعر عام والجحش صاحب التغريدة ماهو حزين الا على خسارة راعي الشاحنة,sadness
لا اعلم بكائي شفقة عليه بانه لم يتهنى بحياته او بقية من مشاعر الطفولة تكن له كل الحب والحنين 💔,sadness
الحياة ابيض او اسود اللي يقول الوان كذاب يا سعاده يا تعاسه يا حب يا كره يا يمين يا يسار ابد ما فيها حل وسط 💔,sadness
والله الواحد ما ناقص القولون مفرقع لوحده 😏\nمش عارف اي الهلس ف كده والله 😠صبرنا يااارب,anger
#بالعيد_ودك ان اشوف ابوي واخوي يعيدون معانا ويجمعنا على خير فرح وسرور واشوف خواتي سعيدات,joy
من يدير من في قناه ألجزيره ارتباك كبير,anger
@Karim_Waheed انا في ليفل بؤس تاني لوحدي والله ✋,sadness
بالتفكير بالامر هذي أول اجازه من سنه استانس فيها بما انو العام كانت كلها قلق عشان قبول الجامعه,joy
@AJABreaking @AJArabic اكذب من كذا مافيه الحقيقه ان بريطانيا قالت على قطر اخذ مخاوف جيرانها بجدية,anger
من يوم قريت الخبر وانا في حالة ذعر👊\nابركها من ساعة و ودي بالثاني الصامت بعد يذلف من هنا ..\n #قطر_تسحب_سفراء_الخليج,anger
@aleissaahmed قلت لكم كل شي عندنا فيه ارتباك ماهو بس الوزير الي عنده ارتباك تراه والله مايدري ويش السالفه,anger
الشعب مرتاع اصبر عليهم,sadness
فرح المسلمون لانتصار الروم على الفرس المجوس,joy
ودي افرح يا أم خالد فرحتين فرحة بالعيد وفرحه بديون والله ان الدين هو عمات عين وفي جنابك مايخيب الظنون امي سلامه,joy
#الفرحه_انك ترضي ربنا وتشوف سعادة الناس اللي بتحبهم وتحقق حلمك 😍,joy
آه من ونة الليل و دموع السهر 💔 آه من أوجاع قلبي و انكساري 💔 آه يا حزني و يا وجودي 💔,sadness
أنا ساعة النتيجه دي بكون شخص متوتر و عصبي و عبيط و لا يطاق 😭,anger
#فك_البلوك_عن_اللي_مبلكهم كل ماجيت احظرك سالت دموع عيني وقلبي يقول أرجوك انك تتابع حسابه 💔,sadness
مع الصباح بإبتسامة لطيفة ونفس قنوعة هكذا تعيش جمال الحياة صباحكم سعادة #احلى_صباح #حروف_وقهوه,joy
يوم سعيد جدا الحمدلله كيف لا وهو عرس الزعيم وعشانا على هاترك ذهب على البركة مليون ونستاهل بكل فخر 💙,joy
يوم الاحد كانت فرحة وأصبحت فرحتين 💘,joy
#صباحكم فرحة #بهجة #سعادة #ضحكة صافية كلها أمل وتفاؤل وحب #كل سنة وأنتم طيبين,joy
في حاجات كتير ممكن تبسطني بس بهجه النوتس دي مفيش حاجه هتقدر تغطي عليها ولا هيشيل مكانتها في قلبي❤️,joy
اديش شكلك بايخ وأنت زعيمك مغير رأيه بموضوع دافعت عنه بضراوة وتخانقت وبلّكت عالم بسببه \nكتيير ماهيك,anger
ومازال في الحياة متسع لأن نحلم أن نقطف الأزهار من بهجة قلوبنا نصنع منها أطواقا نضعها على جبين العالم فيسكن فيه السلام,joy
مجنون يحاول يثبت انه عاقل ومع وضوح جنونه هناك من يصدق انه عاقل #عجبي,disgust
@KiroMamdou7 ياعم الف مبروك و عقبال متفرح بيه كده و تجوزه بنت الحلال 😂😂😂,joy
الخبر هذا محزن و ما فيه لا تباهي ولا خير بل فيه ألم بالنفس و خيبة أمل و تفكك الله يصلح الحال و يهدي الجميع  👌 #قطع_العلاقات_مع_قطر,sadness
@A7laRe7lh اول كم يوم شاركنا ومافزنا بشي وسحبنا😢قهر علي الفاضي,sadness
مئات آلالاف المسلمين انحرقوا أحياء وذُبِحوا وشُرِدوا ب بورما،حوالي ٤ مليون بخطر التطهير العرقي،بس سا ڤا مش متاولة ما فينا ننفعط ونقول كربلاء,sadness
اقول قل له لا تهايط ترا جمهور الاتحاد اكثر من سكان دولتكم #اجلوود #لا_رحمة #قسوة,anger
يابخت من صلى الفجر في جماعه تشرق عليه الشمس مرتاح مسرور وبعد الشروق اتبع صلاته بطاعه وتجنب الاثام والظلم والزور صباحكم مني وردات وزهور 🌹 🌺 🌹 🌷,joy
"كويس هيقواين مو مع برشلونة , كان حطوا سبب ضياع البلنتي في راسه الضعيف 😥",sadness
يا فرحة #داعش فيكم أنتم عرب أنتم وش تقول الناس عنكم غير #حيلهم_بينهم #انتقام_إلهي #الموصل #يقول_مراقب #الشعب_الخليجي_يرفض_مقاطعه_قطر,sadness
يا #ليل كم انت #أناني يقولون عنك #هادئ و فيك #تصرخ كل القلوب #وجعا,sadness
فكرة ان البنت تشتم او تقول كلام مش كويس بحجة إنهم open minded فكرة مقززه جدا والموضوع ده انتشر جدا وبقا مقرف,anger
سمعتي فلان شنو واقع ليه؟؟ لا ..؟    ولكن فين عايش؟؟ انا عايش ف حياتي ماشي ف حياة الناس - يشعر بـنفاذ صبره,anger
أزاي أغاني محمود العسيلي مبهجة كده ❤️,joy
لا سامح الله قسوة قلب أوجعتنا #تنهيدة,sadness
اكرهك ضعف كل شي راح ضعف كل شعور حسيت فيه ضعف كل غصة.,sadness
لو مهتم كنت عرفت لوحدك عموما يعني #غدر_الصحاب,sadness
ياخوفي المباراة هذي تطلع مثل مباراة السوبر,fear
☺ اصعب شعور لما بسرق بوست من حدا وبيجي بقلي مين سمحلك تاخد البوست تاعي 😄 بحس حالي انكمشت بجريمة قتل 😄 #لين,fear
#كباتن_كريم_متذمرون كريم شركة انتهازية لئيمة في دولة قانونها غير واضح والدليل انهم يلعبون على الكابتن والعميل بدون مايلمسون نسبتهم العالية٣,anger
نفسي اعرف امسك لساني واحتفظ بافكاري لنفسي خلاص كرهت نفسي مهما وعدت نفسي اني اتغير افشل في اول اختبار 😭 😭 #احباط,sadness
@Mohamedfarag000 الله ده انت بتغيظني بقااا 😒👊\nماشي م كلو بينجح فيه بس الاسئله بتخض شويه 😨🙈,disgust
انا حزين و ما أخفي عليك حزني وأنت داري إن غيابك أول اسبابه,sadness
@miss_10101 @iii2ej القلب عندما يكون مو مستقر ومظطرب \nالتفكير يزداد والوسواس يشتغل يطير النوم,sadness
يوم ما رضيتوا بحبس محمد مرسي والإخوان .. يوم ما رضيتوا بإن الإخوان يتقتلوا بدم بارد في الشارع .. هو ده يوم الخيانة الأكبر واللي بعده نتائج,sadness
"مهما وصل وجعي من أي إنسان ماعمري فكرت اضره مو ضعف , بس عندي قناعه إن ربي يبتلي كل شخص بنفس اللي سواه بغيره 😞.",sadness
@jeeHaan5 كل الصداع ده عشان كحكايه واحده!!\nمانا اللى غبيه مبحبش السكريات وبرده كلتها😤😭😭,sadness
#احتفالات_عيد_الرياض عندما يكثر الحديث عنك فتأكد أنك قد أشغلت من حولك لدرجة أنهم تركوا ما يعنيهم واهتموابك فواصل نجاحك ودع لهم متعة الحديث,joy
@allahim @drsamia خلاص طيب يمنعون النساء من الشراء من الرجال عشان مايصير فيه اختلاط بعد 😤,anger
دمعة حنين عندما تتذكر اعزاء ع قلوبنا ذكرى صدق ووفاءوموده تجمعنا,sadness
@BodyBendary @AmrWasfi بارك الله فيك ي شيخ عبدالله يا ريت الشباب كلهم زيكً كدا #بهجه ❤️,joy
لا تهور يا عبدالرحمن اول من نشر الصورة جريدة امارتية,anger
